app_name,authority,releaseDate,developer,tabName 
余额淘,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7应用使用情况
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/7,阳江市淘淘网络科技有限公司,购物比价
购物返利联盟,"1读取电话号码
2访问大致位置信息（使用网络进行定位）
3录制音频
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/1,广州智精灵科技有限公司,购物比价
淘券猫优惠券,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/11/9,杭州介海电子商务有限公司,购物比价
粉丝福利购,"1新建/修改/删除日历
2读取日历
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/11/18,深圳市北街网络科技有限公司,购物比价
种草生活,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/9,无锡闪光点信息科技有限公司,购物比价
步步有宝,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5监听通知栏
6读取联系人
7查找设备上的帐号
8拨打电话
9显示在其他应用上面
10修改或删除存储卡中的内容
11访问确切位置信息（使用 GPS 和网络进行定位）
12相机
13读取存储卡中的内容
14修改系统设置
15读取通话状态和移动网络信息",2020/11/14,陈炎忠,购物比价
美团买菜,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息",2020/11/26,北京宝宝爱吃餐饮管理有限公司,购物比价
优惠券超市,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/9/23,好省钱（厦门）网络科技有限公司,购物比价
喵街,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/1,浙江云淘联商信息技术有限公司,购物比价
黑牛购,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息
7修改系统设置",2020/12/7,广州卓动信息科技有限公司,购物比价
花生日记,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5录制音频
6读取联系人
7显示在其他应用上面
8修改或删除存储卡中的内容
9访问确切位置信息（使用 GPS 和网络进行定位）
10相机
11读取存储卡中的内容",2020/12/1,广州花生日记网络科技有限公司,购物比价
好省,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7应用使用情况
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息",2020/12/10,杭州嘉洁网络科技有限公司,购物比价
淘宝联盟,"1读取联系人
2新建/修改/删除日历
3显示在其他应用上面
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/10,淘宝（中国）软件有限公司,购物比价
租一个租号平台,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5应用使用情况
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/10/21,金华有二手信息技术有限公司,购物比价
实惠喵,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/12/9,上海喜狐文化传播有限公司,购物比价
粉象生活,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息",2020/12/10,杭州粉象家科技有限公司,购物比价
美物清单,"1读取联系人
2拨打电话
3查找设备上的帐号
4新建/修改/删除日历
5显示在其他应用上面
6读取日历
7修改或删除存储卡中的内容
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/2,美迅科技（北京）有限公司,购物比价
神通卡,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/9,上海甄祺电子商务有限公司,购物比价
慢慢买,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/10,杭州磅礴科技有限公司,购物比价
省点花锦鲤卡,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5录制音频
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/25,广州糯米糍信息科技有限公司,购物比价
美逛,"1读取联系人
2查找设备上的帐号
3新建/修改/删除日历
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/7,杭州美逛信息科技有限公司,购物比价
淘粉吧,"1新建/修改/删除日历
2访问确切位置信息（使用 GPS 和网络进行定位）
3发送短信
4读取日历
5访问大致位置信息（使用网络进行定位）
6录制音频
7显示在其他应用上面
8修改或删除存储卡中的内容
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/1,杭州淘粉吧网络技术股份有限公司,购物比价
高佣联盟,"1新建/修改/删除日历
2访问确切位置信息（使用 GPS 和网络进行定位）
3读取日历
4访问大致位置信息（使用网络进行定位）
5录制音频
6拨打电话
7显示在其他应用上面
8修改或删除存储卡中的内容
9接听来电
10相机
11读取存储卡中的内容",2020/12/7,杭州知买科技有限公司,购物比价
返利,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/25,上海中彦信息科技股份有限公司,购物比价
靓号网络电话,"1读取联系人
2拨打电话
3新建/修改/删除通话记录
4修改或删除存储卡中的内容
5读取通话记录
6重新设置外拨电话的路径
7新建/修改/删除联系人
8读取存储卡中的内容
9读取通话状态和移动网络信息",2020/11/24,深圳市满意一百管理咨询有限公司,购物比价
蜂鸟有享,"1访问大致位置信息（使用网络进行定位）
2录制音频
3拨打电话
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/26,蜂鸟有享,购物比价
京粉,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7修改系统设置",2020/11/25,北京京东叁佰陆拾度电子商务有限公司,购物比价
生日管家,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/7,北京十月逸栈科技有限公司,购物比价
集享联盟,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4拨打电话
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8相机
9读取存储卡中的内容
10修改系统设置
11读取通话状态和移动网络信息",2020/12/7,上海纳客宝信息技术有限公司,购物比价
美甲帮,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6查找设备上的帐号
7显示在其他应用上面
8修改或删除存储卡中的内容
9访问确切位置信息（使用 GPS 和网络进行定位）
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/1,广州牧云网络科技有限公司,购物比价
淘小铺,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息",2020/11/30,淘宝（中国）软件有限公司,购物比价
多多团长,"1查找设备上的帐号
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/11/30,上海寻梦信息技术有限公司,购物比价
返还网,"1新建/修改/删除日历
2读取日历
3录制音频
4显示在其他应用上面
5修改或删除存储卡中的内容
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/11/17,厦门灵感方舟网络科技有限公司,购物比价
畅由,"1访问大致位置信息（使用网络进行定位）
2读取联系人
3拨打电话
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7发送短信
8相机
9读取存储卡中的内容
10修改系统设置
11读取通话状态和移动网络信息",2020/12/7,上海分互链信息技术有限公司,购物比价
福袋生活,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7相机
8读取存储卡中的内容
9修改系统设置",2020/12/8,广州市福袋生活信息科技有限公司,购物比价
8868手游交易,"1修改系统设置
2应用使用情况
3读取通话状态和移动网络信息
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7显示在其他应用上面
8读取存储卡中的内容",2020/7/1,广州聚好玩信息科技有限公司,购物比价
千牛特价版,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4拨打电话
5查找设备上的帐号
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9新建/修改/删除联系人
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/11/18,淘宝（中国）软件有限公司,购物比价
小美帮帮,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6拨打电话
7查找设备上的帐号
8显示在其他应用上面
9修改或删除存储卡中的内容
10访问确切位置信息（使用 GPS 和网络进行定位）
11相机
12读取通话状态和移动网络信息
13修改系统设置",2020/10/31,国美在线电子商务有限公司,购物比价
券妈妈优惠券返利,"1访问大致位置信息（使用网络进行定位）
2访问确切位置信息（使用 GPS 和网络进行定位）
3应用使用情况
4读取存储卡中的内容
5相机
6录制音频
7新建/修改/删除日历
8读取通话状态和移动网络信息
9读取日历
10显示在其他应用上面
11修改或删除存储卡中的内容
12修改系统设置",2020/8/3,合肥润傲信息科技有限公司,购物比价
爱库存,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/11,上海众旦信息科技有限公司,购物比价
京东饭粒,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3读取存储卡中的内容
4读取通话状态和移动网络信息",2020/11/19,北京京东叁佰陆拾度电子商务有限公司,购物比价
折800,"1读取联系人
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/26,团博百众（北京）科技有限公司,购物比价
DD特卖,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/12,湖北天聚汇信科技发展有限公司,购物比价
同学会,"1读取联系人
2新建/修改/删除日历
3显示在其他应用上面
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息",2020/12/2,深圳众海诚信息咨询服务有限公司,购物比价
惠买,"1录制音频
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/3,北京惠买网络科技有限公司,购物比价
大润发e路发,"1拨打电话
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/10/27,上海飞牛集达电子商务有限公司,购物比价
好券,"1新建/修改/删除日历
2访问确切位置信息（使用 GPS 和网络进行定位）
3读取日历
4访问大致位置信息（使用网络进行定位）
5录制音频
6拨打电话
7显示在其他应用上面
8修改或删除存储卡中的内容
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/11/30,苏州畅微信息科技有限公司,购物比价
优惠券多多省钱特价版,"1修改或删除存储卡中的内容
2读取存储卡中的内容
3读取通话状态和移动网络信息
4修改系统设置",2020/12/5,一古（厦门）科技有限公司,购物比价
好省,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/9/26,福建微商联网络科技有限公司,购物比价
邮乐小店,"1读取联系人
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8修改系统设置
9读取通话状态和移动网络信息",2020/12/1,上海邮乐网络技术有限公司,购物比价
包小省,"1读取联系人
2查找设备上的帐号
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/11/27,台州清懂网络科技有限公司,购物比价
花生返利,"1修改或删除存储卡中的内容
2读取存储卡中的内容
3读取通话状态和移动网络信息
4修改系统设置",2020/12/6,上海翊咖网络科技有限公司,购物比价
分毫报价,"1读取联系人
2读取电话号码
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息
11修改系统设置",2020/12/7,深圳市分毫科技有限公司,购物比价
历史价格查询,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/12/5,杭州磅礴科技有限公司,购物比价
粉色成人两性情趣社,"1修改系统设置
2读取通话状态和移动网络信息
3相机
4读取存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6拨打电话
7显示在其他应用上面
8访问大致位置信息（使用网络进行定位）
9应用使用情况
10修改或删除存储卡中的内容",2020/5/18,东莞市联拓文化用品有限公司,购物比价
好衣库,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/12/3,杭州好一库网络科技有限公司,购物比价
试客联盟,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4查找设备上的帐号
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8新建/修改/删除联系人
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/8,南宁一站网网络技术有限公司,购物比价
赚钱宝宝,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/9/19,深圳毓金智慧科技有限公司,购物比价
虚贝租号极速版,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5应用使用情况
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/19,武汉诸相网络科技有限公司,购物比价
月光宝盒,"1拨打电话
2修改或删除存储卡中的内容
3相机
4显示在其他应用上面
5读取存储卡中的内容
6读取通话状态和移动网络信息
7修改系统设置
8访问确切位置信息（使用 GPS 和网络进行定位）
9录制音频
10访问大致位置信息（使用网络进行定位）",2020/6/13,长沙月光宝盒多池互联网有限公司,购物比价
爱淘金,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4应用使用情况
5录制音频
6显示在其他应用上面
7修改或删除存储卡中的内容
8访问确切位置信息（使用 GPS 和网络进行定位）
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/3,烟台巅峰网络科技有限公司,购物比价
省鸭,"1新建/修改/删除日历
2读取电话号码
3读取日历
4访问大致位置信息（使用网络进行定位）
5录制音频
6读取短信/彩信
7显示在其他应用上面
8修改或删除存储卡中的内容
9接收短信
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/4,郑州星分网络科技有限公司,购物比价
亿品赞,"1录制音频
2修改或删除存储卡中的内容
3相机
4读取存储卡中的内容
5读取通话状态和移动网络信息",2020/11/20,广西潮志信息科技有限公司,购物比价
新盐,"1相机
2读取存储卡中的内容
3修改或删除存储卡中的内容
4读取通话状态和移动网络信息",2020/12/2,广州衣神科技有限公司,购物比价
电竞帮,"1相机
2访问确切位置信息（使用 GPS 和网络进行定位）
3录制音频
4显示在其他应用上面
5修改或删除存储卡中的内容
6查找设备上的帐号
7读取存储卡中的内容
8修改系统设置
9读取通话状态和移动网络信息",2020/6/16,江苏爱袋网络科技有限公司,购物比价
一折特卖,"1读取联系人
2应用使用情况
3修改或删除存储卡中的内容
4相机
5读取存储卡中的内容
6读取通话状态和移动网络信息",2020/10/30,厦门三零零网络科技有限公司,购物比价
更省,"1访问大致位置信息（使用网络进行定位）
2录制音频
3读取联系人
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/11,北京有爱时代科技有限公司,购物比价
省公子,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5修改或删除存储卡中的内容
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/9,厦门大锤网络科技有限公司,购物比价
荟品仓,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/11/10,上海荟力电子商务有限公司,购物比价
小象省钱花,"1读取联系人
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7新建/修改/删除联系人
8发送短信
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/7,上海巨潮信息技术有限公司,购物比价
省心购,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息
8修改系统设置",2020/11/27,上海极信科技有限公司,购物比价
返利省钱联盟,"1读取电话号码
2访问大致位置信息（使用网络进行定位）
3录制音频
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/11/30,广州佰源科技有限公司,购物比价
熊猫优选,"1读取联系人
2新建/修改/删除日历
3读取日历
4修改或删除存储卡中的内容
5访问确切位置信息（使用 GPS 和网络进行定位）
6访问大致位置信息（使用网络进行定位）
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/11/18,杭州铕璨网络科技有限公司,购物比价
花海仓,"1显示在其他应用上面
2录制音频
3修改或删除存储卡中的内容
4相机
5读取存储卡中的内容",2020/12/12,广州品唯软件有限公司,购物比价
电动车之家,"1显示在其他应用上面
2接收短信
3读取通话状态和移动网络信息
4相机
5访问确切位置信息（使用 GPS 和网络进行定位）
6读取联系人
7录制音频
8修改或删除存储卡中的内容
9读取存储卡中的内容
10修改系统设置
11拨打电话
12访问大致位置信息（使用网络进行定位）
13读取短信/彩信",2019/10/14,江苏春虹互联网有限公司,购物比价
骑呗购,"1读取短信/彩信
2修改系统设置
3相机
4拨打电话
5应用使用情况
6读取联系人
7访问大致位置信息（使用网络进行定位）
8新建/修改/删除通话记录
9访问确切位置信息（使用 GPS 和网络进行定位）
10读取存储卡中的内容
11读取通话记录
12修改或删除存储卡中的内容
13显示在其他应用上面
14读取通话状态和移动网络信息",2020/4/26,上海骑呗信息技术有限公司,购物比价
卷皮折扣,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5读取联系人
6查找设备上的帐号
7拨打电话
8显示在其他应用上面
9修改或删除存储卡中的内容
10访问确切位置信息（使用 GPS 和网络进行定位）
11相机
12读取存储卡中的内容
13读取通话状态和移动网络信息
14修改系统设置",2020/11/24,武汉奇米网络科技有限公司,购物比价
创客云商,"1访问确切位置信息（使用 GPS 和网络进行定位）
2访问大致位置信息（使用网络进行定位）
3重新设置外拨电话的路径
4录制音频
5拨打电话
6查找设备上的帐号
7显示在其他应用上面
8修改或删除存储卡中的内容
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息
12修改系统设置",2020/12/9,西安创客村电子商务有限责任公司,购物比价
一元天天购,"1显示在其他应用上面
2修改或删除存储卡中的内容
3访问确切位置信息（使用 GPS 和网络进行定位）
4访问大致位置信息（使用网络进行定位）
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/1/16,杭州网期科技有限公司,购物比价
SteamPY,"1访问确切位置信息（使用 GPS 和网络进行定位）
2相机
3读取存储卡中的内容
4修改或删除存储卡中的内容",2020/12/9,上海部恩科技有限公司,购物比价
享库生活,"1修改或删除存储卡中的内容
2访问确切位置信息（使用 GPS 和网络进行定位）
3访问大致位置信息（使用网络进行定位）
4录制音频
5相机
6读取存储卡中的内容
7读取通话状态和移动网络信息",2020/12/8,Tony,购物比价
app_name,authority,releaseDate,developer,tabName
腾讯自选股,"1新建/修改/删除日历
2读取日历
3录制音频
4显示在其他应用上面
5修改或删除存储卡中的内容
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/1,腾讯科技（深圳）有限公司,金融理财
益盟操盘手,"1读取联系人
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问大致位置信息（使用网络进行定位）
6新建/修改/删除联系人
7发送短信
8接收短信
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/4,益盟股份有限公司,金融理财
东方财富,"1读取联系人
2新建/修改/删除日历
3显示在其他应用上面
4读取日历
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8录制音频
9相机
10读取存储卡中的内容
11读取通话状态和移动网络信息",2020/11/21,东方财富信息股份有限公司,金融理财
富途牛牛,"1新建/修改/删除日历
2显示在其他应用上面
3读取日历
4修改或删除存储卡中的内容
5录制音频
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息
9修改系统设置",2020/12/10,深圳市富途网络科技有限公司,金融理财
同花顺,"1新建/修改/删除日历
2读取日历
3访问大致位置信息（使用网络进行定位）
4录制音频
5显示在其他应用上面
6修改或删除存储卡中的内容
7访问确切位置信息（使用 GPS 和网络进行定位）
8相机
9读取存储卡中的内容
10修改系统设置
11读取通话状态和移动网络信息",2020/12/8,浙江核新同花顺网络信息股份有限公司,金融理财
平安证券,"1新建/修改/删除日历
2读取日历
3录制音频
4读取联系人
5显示在其他应用上面
6修改或删除存储卡中的内容
7相机
8读取存储卡中的内容
9修改系统设置
10读取通话状态和移动网络信息",2020/12/8,平安证券股份有限公司,金融理财
益学堂,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6相机
7读取存储卡中的内容
8读取通话状态和移动网络信息",2020/12/7,上海益学投资咨询有限公司,金融理财
老虎证券Tiger Trade,"1读取联系人
2查找设备上的帐号
3新建/修改/删除日历
4显示在其他应用上面
5读取日历
6修改或删除存储卡中的内容
7录制音频
8相机
9读取存储卡中的内容
10读取通话状态和移动网络信息",2020/12/12,北京优虎网络科技有限公司,金融理财
益盟经典版,"1读取联系人
2拨打电话
3显示在其他应用上面
4修改或删除存储卡中的内容
5访问大致位置信息（使用网络进行定位）
6新建/修改/删除联系人
7发送短信
8接收短信
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/11/11,益盟股份有限公司,金融理财
萝卜投研,"1读取联系人
2拨打电话
3查找设备上的帐号
4显示在其他应用上面
5修改或删除存储卡中的内容
6访问确切位置信息（使用 GPS 和网络进行定位）
7访问大致位置信息（使用网络进行定位）
8新建/修改/删除联系人
9录制音频
10相机
11读取存储卡中的内容
12读取通话状态和移动网络信息
13修改系统设置",2020/12/9,通联数据股份公司,金融理财
短线王,"1拨打电话
2显示在其他应用上面
3修改或删除存储卡中的内容
4访问确切位置信息（使用 GPS 和网络进行定位）
5访问大致位置信息（使用网络进行定位）
6录制音频
7相机
8读取存储卡中的内容
9读取通话状态和移动网络信息
10修改系统设置",2020/12/9,智顾时代（北京）科技有限公司,金融理财
